Date/Time,%       Time,Hsig,Tm02,Dir,PkDir,Watlev,Hswell,Tp_smoothed,site,site_name,lon,lat,run
2021-01-01 23:00:00,20210101.23,1.67955,7.1732,76.101,77.5,0.171,0.77689,9.3292,1, Gold Coast WRB,153.4425023,-27.96396491,20210101_1200
2021-01-01 23:00:00,20210101.23,1.72262,7.0425,68.108,62.5,0.171,0.65197,9.1043,2, Tweed Heads WRB,153.5759896,-28.18178849,20210101_1200
2021-01-01 23:00:00,20210101.23,1.72736,7.1625,68.299,67.5,0.171,0.77662,9.302,3, Palm Beach WRB,153.48481,-28.09982,20210101_1200
2021-01-01 23:00:00,20210101.23,1.94314,7.7276,69.864,72.5,0.171,1.0921,9.9319,4, Tweed Heads Offshore WRB,153.680167,-28.212550,20210101_1200
2021-01-02 00:00:00,20210102.0,1.93891,7.7917,71.488,72.5,0.89,1.11089,9.9581,0, Brisbane WRB,153.6315552,-27.48715254,20210102_0000
2021-01-02 00:00:00,20210102.0,1.73771,7.4061,75.882,77.5,0.89,0.95947,9.909,1, Gold Coast WRB,153.4425023,-27.96396491,20210102_0000
2021-01-02 00:00:00,20210102.0,1.843,7.4042,69.288,62.5,0.89,0.93462,9.5746,2, Tweed Heads WRB,153.5759896,-28.18178849,20210102_0000
2021-01-02 00:00:00,20210102.0,1.77196,7.3959,68.419,67.5,0.89,0.95867,9.8902,3, Palm Beach WRB,153.48481,-28.09982,20210102_0000
2021-01-02 00:00:00,20210102.0,1.94577,7.7528,70.617,72.5,0.89,1.10526,9.9498,4, Tweed Heads Offshore WRB,153.680167,-28.212550,20210102_0000
2021-01-02 01:00:00,20210102.01,1.93581,7.7984,71.961,72.5,0.82,1.10974,9.9594,0, Brisbane WRB,153.6315552,-27.48715254,20210102_0000
2021-01-02 01:00:00,20210102.01,1.74307,7.4505,76.101,77.5,0.82,0.98142,9.9455,1, Gold Coast WRB,153.4425023,-27.96396491,20210102_0000
2021-01-02 01:00:00,20210102.01,1.85572,7.4921,69.266,62.5,0.82,0.99643,9.8081,2, Tweed Heads WRB,153.5759896,-28.18178849,20210102_0000
2021-01-02 01:00:00,20210102.01,1.77108,7.4303,68.614,67.5,0.82,0.97567,9.9262,3, Palm Beach WRB,153.48481,-28.09982,20210102_0000
2021-01-02 01:00:00,20210102.01,1.93959,7.7536,71.103,72.5,0.82,1.10054,9.9482,4, Tweed Heads Offshore WRB,153.680167,-28.212550,20210102_0000
2021-01-02 02:00:00,20210102.02,1.92855,7.7924,72.422,72.5,0.59,1.10081,9.9524,0, Brisbane WRB,153.6315552,-27.48715254,20210102_0000
2021-01-02 02:00:00,20210102.02,1.74469,7.4776,76.386,77.5,0.59,0.99243,9.9625,1, Gold Coast WRB,153.4425023,-27.96396491,20210102_0000
2021-01-02 02:00:00,20210102.02,1.86326,7.5684,69.347,62.5,0.59,1.04089,9.9035,2, Tweed Heads WRB,153.5759896,-28.18178849,20210102_0000
2021-01-02 02:00:00,20210102.02,1.76669,7.4513,68.824,67.5,0.59,0.98272,9.9435,3, Palm Beach WRB,153.48481,-28.09982,20210102_0000
2021-01-02 02:00:00,20210102.02,1.92937,7.7413,71.602,72.5,0.59,1.08563,9.934,4, Tweed Heads Offshore WRB,153.680167,-28.212550,20210102_0000
2021-01-02 03:00:00,20210102.03,1.92189,7.7836,72.721,72.5,0.25,1.09031,9.9422,0, Brisbane WRB,153.6315552,-27.48715254,20210102_0000
2021-01-02 03:00:00,20210102.03,1.74398,7.4939,76.688,77.5,0.25,0.99686,9.9693,1, Gold Coast WRB,153.4425023,-27.96396491,20210102_0000
2021-01-02 03:00:00,20210102.03,1.86957,7.6258,69.615,62.5,0.25,1.06963,9.9478,2, Tweed Heads WRB,153.5759896,-28.18178849,20210102_0000
2021-01-02 03:00:00,20210102.03,1.76197,7.4623,68.982,67.5,0.25,0.98389,9.9493,3, Palm Beach WRB,153.48481,-28.09982,20210102_0000
2021-01-02 03:00:00,20210102.03,1.91894,7.7136,72.153,72.5,0.25,1.0633,9.9056,4, Tweed Heads Offshore WRB,153.680167,-28.212550,20210102_0000
2021-01-02 04:00:00,20210102.04,1.90866,7.7487,73.344,72.5,-0.1,1.06044,9.904,0, Brisbane WRB,153.6315552,-27.48715254,20210102_0000
2021-01-02 04:00:00,20210102.04,1.73704,7.4974,77.123,77.5,-0.1,0.99089,9.9648,1, Gold Coast WRB,153.4425023,-27.96396491,20210102_0000
2021-01-02 04:00:00,20210102.04,1.87399,7.666,70.063,62.5,-0.1,1.08841,9.9729,2, Tweed Heads WRB,153.5759896,-28.18178849,20210102_0000
2021-01-02 04:00:00,20210102.04,1.74834,7.4628,69.334,67.5,-0.1,0.97325,9.9435,3, Palm Beach WRB,153.48481,-28.09982,20210102_0000
2021-01-02 04:00:00,20210102.04,1.90425,7.6566,72.673,72.5,-0.1,1.02975,9.8548,4, Tweed Heads Offshore WRB,153.680167,-28.212550,20210102_0000
2021-01-02 05:00:00,20210102.05,1.89197,7.6879,73.87,72.5,-0.4,1.01643,9.8298,0, Brisbane WRB,153.6315552,-27.48715254,20210102_0000
2021-01-02 05:00:00,20210102.05,1.72842,7.4895,77.511,82.5,-0.4,0.97862,9.9508,1, Gold Coast WRB,153.4425023,-27.96396491,20210102_0000
